customer_id,first_name,last_name,gender,birthday,city,state_code,state,zip_code,country,continent,latitude,longitude
130270,Maddison,Irving,Female,1940-08-14,Hoxton Park,NSW,New South Wales,2171,Australia,Australia,-33.9294022,150.8560164
130585,Harrison,Gibson,Male,1974-10-23,Arthurville,NSW,New South Wales,2820,Australia,Australia,-32.5657102,148.7381793
130670,Jack,McKelvey,Male,1975-01-15,North Maclean,QLD,Queensland,4280,Australia,Australia,-27.7660285,152.9988657
130750,Madison,Picot,Female,1967-04-13,Bilambil Heights,NSW,New South Wales,2486,Australia,Australia,-28.2103755,153.4866586
131067,Kiara,Melrose,Female,1963-09-07,Milparinka,NSW,New South Wales,2880,Australia,Australia,-29.7382007,141.8849338
131907,Mitchell,Thornber,Male,1986-06-18,Quindalup,WA,Western Australia,6281,Australia,Australia,-33.6670614,115.1451019
131976,Jaxon,Croll,Male,1982-09-14,Wilsons Plains,QLD,Queensland,4307,Australia,Australia,-27.8423375,152.6584948
132012,Amy,Tebbutt,Female,1962-03-15,Campoona,SA,South Australia,5640,Australia,Australia,-33.5553027,136.410741
132027,Will,Middleton,Male,2001-01-20,Mount Barker,SA,South Australia,5251,Australia,Australia,-35.0641302,138.8586385
132377,Hayden,McGrath,Male,1936-10-13,Cheshunt South,VIC,Victoria,3678,Australia,Australia,-36.934693,146.4771301
132630,Lucinda,Edgar,Female,1962-04-05,Bostobrick,NSW,New South Wales,2453,Australia,Australia,-30.276033,152.628981
132701,Koby,Dick,Male,1968-12-06,Woorree,WA,Western Australia,6530,Australia,Australia,-28.77528,114.6606
132774,Taj,Ahern,Male,1994-03-19,Bamawm Extension,VIC,Victoria,3561,Australia,Australia,-36.184519,144.6003292
133258,Hamish,Leason,Male,1961-10-02,Dignams Creek,NSW,New South Wales,2546,Australia,Australia,-36.3483333,149.9844444
133315,Jack,Harington,Male,1937-10-29,Emu Swamp,NSW,New South Wales,2800,Australia,Australia,-33.2974944,149.1566616
133358,Kayla,Hmelnitsky,Female,1969-07-22,Camooweal,QLD,Queensland,4828,Australia,Australia,-19.7114805,138.4936222
133458,Jasper,Handt,Male,1960-02-02,Upper Crystal Creek,NSW,New South Wales,2484,Australia,Australia,-28.2837767,153.3038342
133608,Aidan,Grace,Male,1985-02-21,Obi Obi,QLD,Queensland,4574,Australia,Australia,-26.6380525,152.8153424
133761,Dakota,Neville,Female,1956-05-28,Wedgecarrup,WA,Western Australia,6315,Australia,Australia,-33.4182775,117.1983474
133787,Tyler,Sellheim,Male,1960-05-02,Wandin North,VIC,Victoria,3139,Australia,Australia,-37.7806025,145.4262934
133905,Abigail,Dowie,Female,1961-04-16,Emu Bay,SA,South Australia,5223,Australia,Australia,-35.5898708,137.5041454
133928,Stella,Grimstone,Female,1936-02-09,Ingebirah,NSW,New South Wales,2627,Australia,Australia,-36.6152,148.4846
133986,Lilly,Cade,Female,1961-07-17,Breddan,QLD,Queensland,4820,Australia,Australia,-19.9731945,146.2703374
134230,Brayden,Piquet,Male,1992-08-25,Hopevale,VIC,Victoria,3396,Australia,Australia,-32.3711012,149.3163853
134688,Edward,Hedley,Male,1957-12-03,Bluff Beach,SA,South Australia,5575,Australia,Australia,-34.7291807,137.4994885
134935,Matthew,Rowell,Male,1942-08-18,Austins Ferry,TAS,Tasmania,7011,Australia,Australia,-42.7736101,147.2486399
135142,Elijah,Pohlman,Male,1966-03-06,Telopea,NSW,New South Wales,2117,Australia,Australia,-33.7939218,151.0409442
135272,Mason,Kennion,Male,1944-10-18,Quamby Bend,TAS,Tasmania,7292,Australia,Australia,-41.48713,146.86617
135371,Mary,Hanslow,Female,1969-11-09,Thrington,SA,South Australia,5552,Australia,Australia,-33.995675,137.8226196
135374,Brayden,Wheen,Male,1967-10-09,Gununa,QLD,Queensland,4871,Australia,Australia,-16.6656514,139.1806197
135531,Brock,Fitzsimons,Male,1995-07-05,Gnarabup,WA,Western Australia,6285,Australia,Australia,-33.99469,114.9980318
135671,Sam,Falleni,Male,1978-09-02,Murraydale,VIC,Victoria,3586,Australia,Australia,-35.2816766,143.5663204
135675,Bailey,Propsting,Male,1999-05-26,Marrickville,NSW,New South Wales,2204,Australia,Australia,-33.9104,151.1560775
135914,Angus,Poole,Male,1994-01-28,Risdon Park,SA,South Australia,5540,Australia,Australia,-33.1944156,137.9702878
135975,Owen,Jordan,Male,1994-06-01,Balala,NSW,New South Wales,2358,Australia,Australia,-30.6130556,151.335
136284,Jett,Power,Male,1978-09-05,Avoca Beach,NSW,New South Wales,2251,Australia,Australia,-33.465,151.4344444
137153,Spencer,Hoover,Male,1944-11-22,Murrays Bridge,QLD,Queensland,4370,Australia,Australia,-28.312267,152.1150669
137734,Molly,Macartney,Female,1999-12-24,Ellenbrook East,WA,Western Australia,6069,Australia,Australia,-31.7755949,115.9747056
137846,Will,Collee,Male,1955-08-22,Wattlebank,QLD,Queensland,4704,Australia,Australia,-23.119094,150.4747447
137865,Lucinda,Ruatoka,Female,1986-06-15,Severnlea,QLD,Queensland,4352,Australia,Australia,-28.705151,151.9161118
137949,Anthony,Corin,Male,1965-06-07,Norong,VIC,Victoria,3682,Australia,Australia,-36.0896685,146.3584621
138130,Jai,Fauchery,Male,1993-02-20,Kentucky South,NSW,New South Wales,2354,Australia,Australia,-30.7952612,151.4406267
138242,Beau,Rodius,Male,1961-06-22,Wattle Hill,VIC,Victoria,3237,Australia,Australia,-36.9696522,144.5141664
138332,Natasha,White-Haney,Female,1972-11-30,Waanyarra,VIC,Victoria,3551,Australia,Australia,-36.821143,143.813732
138611,Sebastian,O'Malley,Male,1944-05-11,Wattle Hill,VIC,Victoria,3237,Australia,Australia,-36.9696522,144.5141664
138735,Amelia,Macquarie,Female,1957-09-24,Nyrraby,VIC,Victoria,3585,Australia,Australia,-35.229254,143.2236673
138767,Hugo,Cathcart,Male,1937-03-04,Builyan,QLD,Queensland,4680,Australia,Australia,-24.5284325,151.3830222
139176,Elijah,Calder,Male,1997-06-24,Lowan Vale,SA,South Australia,5268,Australia,Australia,-36.1556867,140.6723214
139376,Leo,Cuni,Male,1969-08-13,Wandal,QLD,Queensland,4700,Australia,Australia,-23.3692904,150.4970201
139411,Isabel,McDonell,Female,1985-12-26,Anambah,NSW,New South Wales,2320,Australia,Australia,-32.6733333,151.4927778
139479,Kiara,Stuart,Female,1982-04-22,Cobbannah,VIC,Victoria,3862,Australia,Australia,-37.6623341,147.2607583
139742,Logan,Plunkett,Male,1953-03-30,Camira Creek,NSW,New South Wales,2469,Australia,Australia,-29.2483333,152.9677778
139817,Annabelle,French,Female,1980-07-12,Allens Rivulet,TAS,Tasmania,7150,Australia,Australia,-43.01196,147.20886
139856,Alyssa,Dovey,Female,1944-10-28,Camira,NSW,New South Wales,2469,Australia,Australia,-27.634499,152.9199269
139891,Alicia,Champion,Female,1987-03-30,O'Reilly,QLD,Queensland,4211,Australia,Australia,-28.2098515,153.1282131
140004,Jonathan,Foll,Male,1937-05-04,Hillvue,NSW,New South Wales,2340,Australia,Australia,-31.1244444,150.915
140208,Will,Tjalkabota,Male,1975-04-15,Cranley,QLD,Queensland,4350,Australia,Australia,-27.512344,151.9238438
140225,Sofia,Siebenhaar,Female,1987-05-05,Tanby,QLD,Queensland,4703,Australia,Australia,-23.2201625,150.7352428
140389,Lily,Coyne,Female,1944-04-04,East Damboring,WA,Western Australia,6608,Australia,Australia,-30.482623,116.8089193
140829,Ashton,Gordon,Male,1958-02-25,Sturt,QLD,Queensland,4829,Australia,Australia,-35.0227428,138.5546331
140872,Georgia,Waterhouse,Female,1990-08-22,Lane Cove,NSW,New South Wales,2066,Australia,Australia,-33.8232026,151.1697148
140956,Abbey,Smythe,Female,1958-02-21,Bumberrah,VIC,Victoria,3902,Australia,Australia,-37.7922695,147.8342642
140972,Flynn,Kossak,Male,1956-07-16,Grasstree Beach,QLD,Queensland,4740,Australia,Australia,-21.3521155,149.284313
141338,Benjamin,Poupinel,Male,1937-11-14,Nundle,NSW,New South Wales,2340,Australia,Australia,-31.4628374,151.12604
141431,Cameron,Edward,Male,1993-09-10,Gnarwarre,VIC,Victoria,3221,Australia,Australia,-38.1696975,144.1590974
141645,Poppy,Ruse,Female,1981-05-27,Mirrool,NSW,New South Wales,2665,Australia,Australia,-34.3064876,147.0889049
141859,Angus,Carter,Male,1991-04-18,Meerup,WA,Western Australia,6262,Australia,Australia,-34.635494,116.0352113
142282,Lucy,Wanganeen,Female,1968-01-04,Mungay Creek,NSW,New South Wales,2440,Australia,Australia,-30.9068,152.6762
142335,Cameron,Dadswell,Male,1965-06-27,Neereman,VIC,Victoria,3463,Australia,Australia,-36.919966,143.9532446
142425,Sam,Tweddle,Male,1975-09-10,Little Pelican,NSW,New South Wales,2281,Australia,Australia,-33.0803606,151.6437957
143033,Mitchell,Woodriff,Male,2001-11-30,Doncaster East,VIC,Victoria,3109,Australia,Australia,-37.7788744,145.1638815
143135,Dominic,Watts,Male,1943-03-12,Collaroy,QLD,Queensland,4707,Australia,Australia,-33.7382194,151.2996618
143278,Mia,Raggatt,Female,1996-04-13,Gaythorne,QLD,Queensland,4051,Australia,Australia,-27.4192267,152.9849743
143287,Connor,Gainford,Male,1970-03-19,Neerabup,WA,Western Australia,6031,Australia,Australia,-31.6749628,115.7804196
143500,Tyler,Plant,Male,1973-08-18,Moorook South,SA,South Australia,5332,Australia,Australia,-34.3061054,140.3482745
143514,Brodie,Burge,Male,1945-01-31,Kojarena,WA,Western Australia,6532,Australia,Australia,-28.712905,114.8689988
143585,Lucinda,Handt,Female,1991-06-16,Malanda,QLD,Queensland,4885,Australia,Australia,-17.3522204,145.5956479
143646,Jack,Leverrier,Male,1965-05-29,Hull Heads,QLD,Queensland,4854,Australia,Australia,-17.982389,146.0545546
143939,Sophie,Sorlie,Female,1970-11-26,Middle Falbrook,NSW,New South Wales,2330,Australia,Australia,-32.4485,151.1512
144057,David,Andrew,Male,1971-05-30,Remlap,WA,Western Australia,6472,Australia,Australia,-30.066694,117.6606613
144080,Oscar,Downie,Male,1996-10-28,Avenell Heights,QLD,Queensland,4670,Australia,Australia,-24.8896919,152.3649484
144178,Jessica,Barff,Female,1956-03-31,Kowrowa,QLD,Queensland,4872,Australia,Australia,-16.8032084,145.5771144
144328,Dominic,Lilley,Male,1959-03-08,Garden Island,WA,Western Australia,6168,Australia,Australia,-43.2585194,147.1307331
144330,Ruby,Maum,Female,1966-02-09,Numeralla,NSW,New South Wales,2630,Australia,Australia,-36.1758035,149.3479576
145258,Aiden,Zox,Male,1944-06-10,Dry Plain,NSW,New South Wales,2630,Australia,Australia,-36.0816667,148.9344444
145342,Ethan,Stone,Male,1979-06-19,Floreat,WA,Western Australia,6014,Australia,Australia,-31.9392096,115.7939626
145431,Hamish,Grieve,Male,1976-05-14,Bamawm Extension,VIC,Victoria,3561,Australia,Australia,-36.184519,144.6003292
145988,Harry,Belbin,Male,1998-01-28,Nugara,TAS,Tasmania,7256,Australia,Australia,-39.9567665,143.9046648
146194,Natasha,Stanton,Female,1970-08-09,The Vines,WA,Western Australia,6069,Australia,Australia,-31.75683,116.0034
146218,Mackenzie,Patterson,Female,1957-07-01,Allambie Heights,NSW,New South Wales,2100,Australia,Australia,-33.7705067,151.249675
146534,Chloe,Hudd,Female,1941-12-27,Lake Tyers,VIC,Victoria,3887,Australia,Australia,-37.840896,148.1269588
147149,Piper,Hearn,Female,1975-02-15,Hallam,VIC,Victoria,3803,Australia,Australia,-38.0179565,145.2703131
147240,Stephanie,FitzGibbon,Female,1965-07-31,Milman,QLD,Queensland,4702,Australia,Australia,-23.108054,150.4188635
147312,Lucinda,Furber,Female,1973-10-28,Emu Park,QLD,Queensland,4710,Australia,Australia,-23.2493245,150.8129435
147413,Finn,Helms,Male,1980-01-31,Gol Gol,NSW,New South Wales,2738,Australia,Australia,-34.1788829,142.2233254
147621,Isla,Ingle,Female,1964-12-01,Kearneys Spring,QLD,Queensland,4350,Australia,Australia,-27.6030665,151.9431631
147790,Madison,Greenhalgh,Female,1954-07-01,West Haldon,QLD,Queensland,4359,Australia,Australia,-27.775403,152.1135553
148266,Grace,Buxton,Female,1989-07-08,Mount Stirling,WA,Western Australia,6383,Australia,Australia,-37.1265014,146.4980157
148348,Mikayla,Burke-Gaffney,Female,1994-12-04,Hmas Albatross,NSW,New South Wales,2540,Australia,Australia,-34.9444573,150.5403402
148478,Jessica,Gerrald,Female,1970-02-04,Coledale,NSW,New South Wales,2515,Australia,Australia,-34.2895651,150.9432304
148716,Layla,Bateson,Female,1961-08-12,Mapoon,QLD,Queensland,4874,Australia,Australia,-12.096602,141.8485423
148825,Natalie,Seiffert,Female,1992-06-07,Ardglen,NSW,New South Wales,2338,Australia,Australia,-31.7356755,150.7839962
149084,Maya,Polini,Female,1959-02-09,Yessabah,NSW,New South Wales,2440,Australia,Australia,-31.0985,152.6846
149123,Alice,Sandford,Female,1954-05-05,Baringhup West,VIC,Victoria,3463,Australia,Australia,-36.957692,143.9029532
149353,Henry,Raggatt,Male,1988-01-26,Wandown,VIC,Victoria,3549,Australia,Australia,-34.8207805,142.93818
149478,Gemma,Blamey,Female,1938-12-26,Gloucester Tops,NSW,New South Wales,2422,Australia,Australia,-32.0612533,151.6100949
149733,Chloe,O'Donovan,Female,1955-08-14,Nungarin,WA,Western Australia,6490,Australia,Australia,-31.137003,118.2525796
149914,Aiden,Gall,Male,1954-08-03,Curdies River,VIC,Victoria,3268,Australia,Australia,-38.4445765,142.9462237
149955,Jaxon,Fyans,Male,1974-10-03,Metung,VIC,Victoria,3904,Australia,Australia,-37.864811,147.8458642
150602,Lincoln,Egge,Male,1964-11-11,Kingscote,SA,South Australia,5223,Australia,Australia,-35.6524847,137.6367523
150762,Bella,Marriott,Female,1974-10-25,Thornton Beach,QLD,Queensland,4873,Australia,Australia,-16.155471,145.4355347
150770,Natalie,Trumble,Female,1956-03-02,Stun'Sail Boom,SA,South Australia,5223,Australia,Australia,-36.0017774,137.027433
150857,Michael,Stonham,Male,1980-04-01,Symonston,ACT,Australian Capital Territory,2609,Australia,Australia,-35.3488407,149.1600894
151044,Ashley,Short,Female,1973-09-22,Ninderry,QLD,Queensland,4561,Australia,Australia,-26.539027,152.975576
151076,Zane,Belcher,Male,1953-09-24,Erigolia,NSW,New South Wales,2669,Australia,Australia,-33.8576765,146.3568019
151318,Caitlyn,Helpman,Female,1945-04-07,Coree,NSW,New South Wales,2710,Australia,Australia,-35.3603594,145.4524688
151326,Kate,Salmon,Female,1980-01-02,Iredale,QLD,Queensland,4352,Australia,Australia,-27.582052,152.1109107
151401,Alana,Marmion,Female,1966-06-25,Cumborah,NSW,New South Wales,2832,Australia,Australia,-29.7444368,147.7701842
151431,Skye,Hirst,Female,1977-03-18,Mowbray,TAS,Tasmania,7248,Australia,Australia,-33.9483333,18.4741667
151499,Logan,MacMahon,Male,1962-02-24,Kooroongarra,QLD,Queensland,4357,Australia,Australia,-28.0922435,151.2709714
151851,Alexander,Larkin,Male,1955-10-20,Boomi,NSW,New South Wales,2405,Australia,Australia,-28.7238813,149.5790232
151986,Sarah,Pulleine,Female,1996-04-03,Redhill Farms,QLD,Queensland,4671,Australia,Australia,-25.0256325,151.9585482
152009,Caitlin,Hallstrom,Female,1955-01-23,Woolshed,QLD,Queensland,4340,Australia,Australia,-27.599516,152.5060467
152270,Piper,Helmore,Female,1986-11-15,Singleton,WA,Western Australia,6175,Australia,Australia,-32.5664044,151.1733972
152306,Isabelle,Mailey,Female,1939-02-03,Tumorrama,NSW,New South Wales,2720,Australia,Australia,-35.165,148.4344444
152342,Harry,Elliott,Male,1968-06-16,Kialla,NSW,New South Wales,2583,Australia,Australia,-36.445075,145.4064578
152438,Charlie,Deschamps,Male,2000-05-11,Mount Bute,VIC,Victoria,3324,Australia,Australia,-37.875917,143.4097219
152700,Justin,Soward,Male,1979-08-20,Colo Vale,NSW,New South Wales,2575,Australia,Australia,-34.4004648,150.4839022
153114,Claire,Kempt,Female,1947-09-17,Datatine,WA,Western Australia,6317,Australia,Australia,-33.411514,117.8447604
153296,Bianca,Meany,Female,1940-04-12,Walpa,VIC,Victoria,3875,Australia,Australia,-37.791564,147.3856986
154040,Savannah,Tufnell,Female,1974-04-21,Norwin,QLD,Queensland,4356,Australia,Australia,-27.5425345,151.3673873
154042,Alex,Follett,Male,1966-06-13,Melawondi,QLD,Queensland,4570,Australia,Australia,-26.4168775,152.6611218
154163,Jai,Harrington,Male,1961-07-16,Gol Gol,NSW,New South Wales,2738,Australia,Australia,-34.1788829,142.2233254
154326,Isaac,Jennings,Male,1943-08-29,Terry Hie Hie,NSW,New South Wales,2400,Australia,Australia,-29.8021084,150.1593296
154874,Sara,Ringrose,Female,1942-05-27,Bribie Island North,QLD,Queensland,4507,Australia,Australia,-26.8827782,153.1227722
154891,Jake,Rumsey,Male,1957-11-08,Balmattum,VIC,Victoria,3666,Australia,Australia,-36.7109175,145.6562181
154973,Annabelle,Mulga,Female,1975-07-28,Lake Hinds,WA,Western Australia,6603,Australia,Australia,-30.775452,116.5263995
155350,Jasper,Bleasdale,Male,1947-09-16,Cethana,TAS,Tasmania,7306,Australia,Australia,-41.4765846,146.1616963
155362,Natasha,Coyne,Female,1947-07-25,Gostwyck,NSW,New South Wales,2358,Australia,Australia,-30.6986111,151.6072222
155611,Amy,Shephard,Female,2001-08-17,Punthari,SA,South Australia,5238,Australia,Australia,-34.8160705,139.3089721
155656,Anna,Voss,Female,1964-12-16,Kyabram,VIC,Victoria,3620,Australia,Australia,-36.3131874,145.0480905
155726,Archie,Eltham,Male,1977-10-03,Speers Point,NSW,New South Wales,2284,Australia,Australia,-32.9633333,151.6277778
155797,Alice,Charteris,Female,2001-07-23,East Wickepin,WA,Western Australia,6370,Australia,Australia,-32.777604,117.7131113
155879,Finn,Barrenger,Male,1981-02-25,Abingdon Downs,QLD,Queensland,4871,Australia,Australia,-17.8255897,143.4711462
156006,Jonathan,Flanagan,Male,1976-11-17,Wonthaggi,VIC,Victoria,3995,Australia,Australia,-38.6043664,145.5913433
156070,Jasmine,Foveaux,Female,1983-04-06,Parrearra,QLD,Queensland,4575,Australia,Australia,-26.7108685,153.1221273
156286,Ella,Moffitt,Female,1951-10-11,Bunjurgen,QLD,Queensland,4310,Australia,Australia,-28.040064,152.6185218
156399,Jacob,Clunies,Male,1951-06-25,Lethbridge Park,NSW,New South Wales,2770,Australia,Australia,-33.7386041,150.8014499
156564,Ethan,Vogt,Male,1967-08-25,Timbumburi,NSW,New South Wales,2340,Australia,Australia,-31.2152,150.9179
157191,Gemma,Shenton,Female,1941-09-16,Semaphore,SA,South Australia,5019,Australia,Australia,-34.8389257,138.4828377
157721,Oliver,Kleeman,Male,1999-06-12,Goldie,VIC,Victoria,3435,Australia,Australia,-37.256195,144.8028524
157796,Cody,Stillwell,Male,1963-07-27,Stanley Flat,SA,South Australia,5453,Australia,Australia,-33.7953199,138.6007191
157938,Declan,Mackenzie,Male,1965-09-04,Mount Warren Park,QLD,Queensland,4207,Australia,Australia,-27.7307865,153.2051975
157968,Natasha,Steffanoni,Female,1995-02-25,Greenlands,QLD,Queensland,4380,Australia,Australia,-32.3816667,151.1677778
158035,Lincoln,Sanderson,Male,1968-01-24,Hellyer,TAS,Tasmania,7321,Australia,Australia,-40.8725334,145.4396876
158179,Jackson,Boucaut,Male,1984-09-30,Narellan Vale,NSW,New South Wales,2567,Australia,Australia,-34.0524175,150.7446725
158191,Nate,Tearle,Male,1939-07-21,Parnaroo,SA,South Australia,5422,Australia,Australia,-33.0003873,139.1040475
158590,Eliza,Morell,Female,1954-03-01,Alma Park,NSW,New South Wales,2659,Australia,Australia,-35.5983333,146.7844444
158639,Mitchell,Swain,Male,1959-12-17,Dunsborough,WA,Western Australia,6281,Australia,Australia,-33.614656,115.1065921
158951,Tahlia,Wunderlich,Female,1997-09-28,Warrabkook,VIC,Victoria,3286,Australia,Australia,-37.9842525,142.0619299
159123,Claire,Yeo,Female,1970-11-02,La Perouse,NSW,New South Wales,2036,Australia,Australia,-33.9886291,151.2320796
159137,Matthew,Cremin,Male,1988-08-08,Bald Hills,NSW,New South Wales,2549,Australia,Australia,-37.447638,143.8381364
159176,Joshua,Perkins,Male,1992-02-14,Hervey Bay,QLD,Queensland,4655,Australia,Australia,-25.2985784,152.8535216
159242,Grace,Felton,Female,1960-01-16,Rocky Hall,NSW,New South Wales,2550,Australia,Australia,-36.9285901,149.502791
159270,Cody,Barak,Male,1956-08-07,Myrtle Park,NSW,New South Wales,2713,Australia,Australia,-35.5652,145.4512
159509,Gabriella,Hely,Female,1994-11-17,Putta Bucca,NSW,New South Wales,2850,Australia,Australia,-32.5735,149.5846
159643,Daniel,Fewings,Male,1956-02-24,Beemunnel,NSW,New South Wales,2824,Australia,Australia,-31.6622222,147.8594444
159836,Stella,Woollacott,Female,1991-11-07,Mcbean Pound,SA,South Australia,5357,Australia,Australia,-34.2835471,139.6325467
159981,Olivia,Couvreur,Female,1946-04-29,Wigley Flat,SA,South Australia,5357,Australia,Australia,-34.1766523,140.2045046
160124,Jack,Henning,Male,1958-06-21,Bethungra,NSW,New South Wales,2590,Australia,Australia,-34.7618007,147.8565234
160533,Brock,Mahomed,Male,1971-07-26,Mount Elliot,NSW,New South Wales,2250,Australia,Australia,-33.400482,151.3876827
161038,Spencer,Lawlor,Male,1958-03-29,Tulloona,NSW,New South Wales,2400,Australia,Australia,-28.8675232,150.099835
161095,Abby,Plowman,Female,1971-08-20,Kunda Park,QLD,Queensland,4556,Australia,Australia,-26.661275,153.0401102
161286,Archer,Reimann,Male,1983-09-01,Maryborough,VIC,Victoria,3465,Australia,Australia,-25.537583,152.7019182
161493,Cameron,Whiddon,Male,1946-08-05,Middle Park,VIC,Victoria,3206,Australia,Australia,-37.8511511,144.9620399
161503,Nathan,Payne,Male,1963-06-23,Coalstoun Lakes,QLD,Queensland,4621,Australia,Australia,-25.6170015,151.8915574
161613,Elizabeth,Hogue,Female,1996-04-22,Farrants Hill,NSW,New South Wales,2484,Australia,Australia,-28.3177778,153.4855556
161742,Lucinda,Ogden,Female,1962-09-08,Boodua,QLD,Queensland,4401,Australia,Australia,-27.3777845,151.8298173
161879,Kayla,McGrowdie,Female,1992-01-26,Dartbrook,NSW,New South Wales,2336,Australia,Australia,-32.1483333,150.8511111
161962,Cody,Black,Male,1978-07-18,Fishermans Pocket,QLD,Queensland,4570,Australia,Australia,-26.1669805,152.6087263
162091,Grace,Cotter,Female,1976-10-08,Byellee,QLD,Queensland,4680,Australia,Australia,-23.872773,151.1970496
162182,Andrew,Clancy,Male,1960-02-18,North Tumbulgum,NSW,New South Wales,2490,Australia,Australia,-28.2566667,153.4538889
162300,Aiden,Yencken,Male,1976-05-04,Coongulla,VIC,Victoria,3860,Australia,Australia,-37.873209,146.7779651
162754,Gabriel,Lamilami,Male,1963-08-14,Gunbower,VIC,Victoria,3566,Australia,Australia,-35.957385,144.3665973
162784,Dean,Jauncey,Male,1975-09-10,Mundijong,WA,Western Australia,6123,Australia,Australia,-32.2958316,115.9851981
162905,Declan,Howden,Male,1988-04-04,Dinninup,WA,Western Australia,6244,Australia,Australia,-33.8130173,116.5474176
163186,Alannah,Martin,Female,1986-06-18,Townson,QLD,Queensland,4341,Australia,Australia,-27.9076975,152.3734981
163213,Hayley,Mutch,Female,1994-06-30,Rich Avon West,VIC,Victoria,3480,Australia,Australia,-36.504665,142.7997108
163247,Georgia,Frederick,Female,1948-07-14,Fiery Flat,VIC,Victoria,3518,Australia,Australia,-36.4164625,143.8113067
163294,Alica,Cyril,Female,1999-03-24,Ondit,VIC,Victoria,3249,Australia,Australia,-38.2552551,143.6293449
163416,Matilda,Shepherd,Female,1986-10-26,Bowgada,WA,Western Australia,6623,Australia,Australia,-29.358242,116.2456701
163706,Ellie,Agostini,Female,1946-09-23,The Vines,WA,Western Australia,6069,Australia,Australia,-31.75683,116.0034
163849,Xavier,Clay,Male,1954-08-07,Murnungin,VIC,Victoria,3544,Australia,Australia,-35.6142,143.2386821
163999,Benjamin,Wellish,Male,2000-10-31,Weatherboard,VIC,Victoria,3352,Australia,Australia,-37.4444434,143.6834553
164129,Joel,Dacey,Male,1948-07-16,Wallaroo,WA,Western Australia,6429,Australia,Australia,-33.9308118,137.6272608
164153,Isaac,Rutherford,Male,1977-05-09,Arthurville,NSW,New South Wales,2820,Australia,Australia,-32.5657102,148.7381793
164201,Emma,Conley,Female,1969-01-30,Gemalla,NSW,New South Wales,2795,Australia,Australia,-33.5025,149.8452778
164579,Justin,Buddicom,Male,1963-01-02,Lilli Pilli,NSW,New South Wales,2536,Australia,Australia,-34.0680729,151.1159938
164607,Abbey,Piquet,Female,1994-08-05,New Lambton,NSW,New South Wales,2305,Australia,Australia,-32.9277778,151.7108333
164862,Jasmine,Spain,Female,1963-07-09,Charlotte Cove,TAS,Tasmania,7112,Australia,Australia,-43.2716888,147.1446509
165032,Anna,Read,Female,1997-07-18,Kweda,WA,Western Australia,6306,Australia,Australia,-32.322082,117.3870388
165193,Phoebe,Wood,Female,1950-02-06,Mongolata,SA,South Australia,5417,Australia,Australia,-33.5722842,139.096205
165336,Caitlyn,Mayrhofer,Female,1967-12-11,Toongi,NSW,New South Wales,2830,Australia,Australia,-32.4402,148.5929
165350,Archer,Partridge,Male,1978-09-14,Marys Creek,QLD,Queensland,4570,Australia,Australia,-26.244669,152.5841308
165581,Audrey,Harriman,Female,1970-04-21,Hume Weir,VIC,Victoria,3691,Australia,Australia,-36.1076348,147.0316528
165585,Hannah,Mocatta,Female,1960-01-21,Wandillup,WA,Western Australia,6256,Australia,Australia,-34.0369045,116.0460444
165611,Georgia,Raws,Female,1997-06-09,Grays Gate,QLD,Queensland,4357,Australia,Australia,-27.9701525,151.3142073
165649,Rebecca,Moss,Female,1978-09-19,Waratah Bay,VIC,Victoria,3959,Australia,Australia,-38.798411,146.0598482
165798,Georgia,Wallace,Female,1951-04-11,Fitzgeralds Mount,NSW,New South Wales,2799,Australia,Australia,-33.4733333,149.3761111
166456,Cooper,Phelan,Male,1952-06-23,North Stirlings,WA,Western Australia,6338,Australia,Australia,-34.184567,118.0309216
166494,Alannah,Farran-Ridge,Female,1982-07-28,Mercunda,SA,South Australia,5308,Australia,Australia,-34.6387347,140.0299691
166599,Ryder,Dalyell,Male,1997-11-18,North Wialki,WA,Western Australia,6473,Australia,Australia,-30.3218145,118.2217731
166809,Brooke,Adair,Female,1980-12-15,Palm Cove,QLD,Queensland,4879,Australia,Australia,-16.747201,145.668545
166838,Grace,Buchanan,Female,2000-11-10,Buffer Creek,NSW,New South Wales,2454,Australia,Australia,-30.3816667,152.8511111
167115,Anthony,Gibney,Male,1999-09-13,Shelbourne,VIC,Victoria,3463,Australia,Australia,-36.84128,144.0593651
167214,Gabriella,Leverrier,Female,1972-02-04,Werris Creek,NSW,New South Wales,2341,Australia,Australia,-31.3470231,150.6487609
167257,Nate,Hogben,Male,1999-10-06,Tooborac,VIC,Victoria,3522,Australia,Australia,-37.0430837,144.7989814
167382,Taj,Septimus,Male,1980-05-15,Oberne Creek,NSW,New South Wales,2650,Australia,Australia,-35.3983333,147.8427778
167444,Alyssa,Rodius,Female,1973-02-19,Mount Austin,NSW,New South Wales,2650,Australia,Australia,-35.1363723,147.3528281
167963,Kiara,Chute,Female,1964-02-18,Kurraca West,VIC,Victoria,3518,Australia,Australia,-36.5110685,143.5615285
168341,Dominic,Leakey,Male,1972-11-12,Pinnacle,QLD,Queensland,4741,Australia,Australia,-21.2150195,148.6778672
168734,Samantha,Brisbane,Female,1956-01-02,Mullalyup,WA,Western Australia,6252,Australia,Australia,-33.743126,115.9451607
168895,Imogen,Brigstocke,Female,1952-06-29,Seisia,QLD,Queensland,4876,Australia,Australia,-10.8464492,142.3676416
