CustomerKey,Gender,Name,City,State Code,State,Zip Code,Country,Continent,Birthday,Latitude,Longitude
319689,Female,Mary Paschke,Vancouver,BC,British Columbia,V6B 3K9,Canada,North America,1/7/1972,49.2608724,-123.113952
319845,Female,Terri Wheeler,Kamloops,BC,British Columbia,V2B 3J5,Canada,North America,7/11/1981,50.6758269,-120.339415
320030,Female,Sandra Seymore,Thessalon,ON,Ontario,P0R 1L0,Canada,North America,6/5/1966,46.2638311,-83.5483478
320073,Male,Jose Pigg,Quebec,QC,Quebec,G1E 2L3,Canada,North America,6/11/1983,52.4760892,-71.8258668
320314,Male,Bill Stack,Vancouver,BC,British Columbia,V6B 3K9,Canada,North America,11/12/1946,49.2608724,-123.113952
320355,Male,Steve Corral,Toronto,ON,Ontario,M4W 1J7,Canada,North America,5/4/1958,43.6534817,-79.3839347
320652,Female,Lisa Jimenez,Toronto,ON,Ontario,M4E 2V5,Canada,North America,3/31/1992,43.6534817,-79.3839347
320854,Female,Janie Berry,Calgary,AB,Alberta,T2P 0W4,Canada,North America,3/6/1946,51.0456064,-114.057541
320919,Female,Pamela Garvey,Surrey,BC,British Columbia,V3T 4Y5,Canada,North America,12/12/1953,51.2715316,-0.3414524
320954,Female,Christine Lawyer,Surrey,BC,British Columbia,V3W 4N6,Canada,North America,7/27/1966,51.2715316,-0.3414524
321221,Female,Karen White,Vancouver,BC,British Columbia,V6B 3K9,Canada,North America,9/9/1953,49.2608724,-123.113952
321291,Male,Donald Dolby,Elfros,SK,Saskatchewan,S4P 3Y2,Canada,North America,7/13/1968,51.7437499,-103.8623305
321310,Female,Heather Collins,Sault Ste Marie,ON,Ontario,P6A 1Z2,Canada,North America,3/19/1937,46.52391,-84.320068
321313,Female,Beatrice Taylor,Vancouver,BC,British Columbia,V6B 3K9,Canada,North America,3/3/1981,49.2608724,-123.113952
321432,Female,Veronika Jackson,Toronto,ON,Ontario,M4W 1J7,Canada,North America,7/19/1942,43.6534817,-79.3839347
321501,Male,Theodore Lamar,Ottawa,ON,Ontario,K1P 5M7,Canada,North America,10/26/1962,45.4208777,-75.6901106
321675,Female,Claire Nye,Montreal,QC,Quebec,H3B 4W8,Canada,North America,3/23/2001,45.5031824,-73.5698065
321814,Female,Eula Rosales,Hespeler,ON,Ontario,N3C 2V3,Canada,North America,7/23/1950,43.4314754,-80.3118603
321954,Male,James Todd,London,ON,Ontario,N0N 0N0,Canada,North America,6/21/1940,51.4893335,-0.1440551
322136,Female,Michele Wang,Toronto,ON,Ontario,M3B 2W6,Canada,North America,5/23/1946,43.6534817,-79.3839347
322186,Male,James Gutierrez,Lutselk'E,NT,Northwest Territories,X0E 1A0,Canada,North America,4/12/1969,62.4065739,-110.7346434
322486,Male,Maurice Zarate,New Westminster,BC,British Columbia,V3L 3C1,Canada,North America,5/8/1945,49.2067726,-122.9108818
322558,Female,Helen Cooper,St Catharines,ON,Ontario,L2R 3H6,Canada,North America,4/19/1981,43.1579812,-79.2441003
322616,Male,Ricky Gibson,Calgary,AB,Alberta,T2P 0H3,Canada,North America,3/19/1994,51.0456064,-114.057541
322714,Female,Mary Killingsworth,Quebec,QC,Quebec,G1R 1B8,Canada,North America,3/23/1993,52.4760892,-71.8258668
322734,Female,Elizabeth Cox,Ottawa,ON,Ontario,K2G 3K2,Canada,North America,8/21/1989,45.4208777,-75.6901106
322907,Female,Carol Heintz,Sherbrooke,QC,Quebec,J1H 1R4,Canada,North America,1/20/1973,45.403271,-71.889038
322936,Female,Brenda Diehl,Lachute,QC,Quebec,J8H 2J7,Canada,North America,5/10/1945,45.6560478,-74.3401388
322971,Male,Melvin Butler,Unionville,ON,Ontario,L3R 0L7,Canada,North America,12/5/1984,40.8183381,-92.6960271
323084,Male,Stephen Norton,Burnaby,BC,British Columbia,V5B 3C9,Canada,North America,7/14/1952,49.2433804,-122.972545
323150,Male,William Ellenberger,Standard,AB,Alberta,T0J 3G0,Canada,North America,8/26/1979,38.1362166,-81.4006682
323390,Female,Jacqueline Bonfiglio,Montreal,QC,Quebec,H4J 1M9,Canada,North America,7/5/1944,45.5031824,-73.5698065
323542,Male,Leonard Lavigne,Fond Du Lac,SK,Saskatchewan,S4P 3Y2,Canada,North America,4/22/1968,43.7533414,-88.4493796
323653,Female,Marian Erwin,Orillia,ON,Ontario,L3V 1T4,Canada,North America,5/22/1956,44.6066135,-79.4169256
323898,Male,Jerry Marshall,Wawa,ON,Ontario,P0S 1K0,Canada,North America,7/29/1947,47.9929283,-84.7740199
324149,Female,Joan Cox,Stoney Creek,ON,Ontario,L8G 2V1,Canada,North America,10/8/2000,49.987939,-117.9585273
324163,Male,Virgil Soto,Kitchener,ON,Ontario,N2H 5A5,Canada,North America,1/18/1999,43.451291,-80.4927815
324511,Female,Michelle Martin,Brantford,ON,Ontario,N3T 2Z8,Canada,North America,12/11/1964,43.1408157,-80.2631733
324541,Female,Cecelia Ayers,Calgary,AB,Alberta,T2V 2W2,Canada,North America,7/20/1975,51.0456064,-114.057541
324575,Male,Scott Hill,Musquodoboit Harbour,NS,Nova Scotia,B0J 2L0,Canada,North America,1/30/1953,44.7875966,-63.1485406
325088,Female,Darlena Garcia,Dodsland,SK,Saskatchewan,S4P 3Y2,Canada,North America,12/2/1960,51.8,-108.833333
325116,Female,Christine Maysonet,Toronto,ON,Ontario,M4P 1A6,Canada,North America,1/29/1983,43.6534817,-79.3839347
325443,Female,Andrea Collins,North Bay,ON,Ontario,P1B 2Y7,Canada,North America,7/31/1975,46.3092115,-79.4607617
325564,Male,Robert McCrady,North Bay,ON,Ontario,P1B 2Y7,Canada,North America,6/9/1948,46.3092115,-79.4607617
325920,Male,Charles Floyd,Beauharnois,QC,Quebec,J6N 1W6,Canada,North America,6/7/1991,45.3139778,-73.875834
325936,Female,Thelma Liedtke,Chicoutimi,QC,Quebec,G7H 4N3,Canada,North America,3/30/1985,48.3370248,-71.1235261
326086,Male,Jose Backlund,Coutts,AB,Alberta,T0K 0N0,Canada,North America,7/28/1992,49.0017307,-111.9638892
326173,Male,Glen Johnson,Calgary,AB,Alberta,T2M 0X4,Canada,North America,7/4/1965,51.0456064,-114.057541
326244,Male,Benjamin Flowers,Montreal,QC,Quebec,H3C 5K4,Canada,North America,5/20/1965,45.5031824,-73.5698065
326292,Female,Joyce Cerny,Elliot Lake,ON,Ontario,P5A 1X5,Canada,North America,7/30/1985,46.373464,-82.652893
326396,Female,Elaine Dyson,St Odilon De Cranbourne,QC,Quebec,G0S 3A0,Canada,North America,10/27/1980,46.358065,-70.675735
326510,Male,Christopher Jeanlouis,Burlington,ON,Ontario,L7R 3X7,Canada,North America,5/8/1985,44.4761601,-73.212906
326829,Female,Frances Warren,Fort Langley,BC,British Columbia,V3A 6X5,Canada,North America,5/21/1976,49.169126,-122.5793628
326924,Female,Rebecca Bennett,Torrington,AB,Alberta,T0M 2B0,Canada,North America,8/30/1966,41.8006523,-73.1212214
327037,Female,Willie Johnson,Richmond,BC,British Columbia,V6X 2B8,Canada,North America,10/2/1941,37.5385087,-77.43428
327053,Female,Catherine Christian,Oliver,BC,British Columbia,V0H 1T0,Canada,North America,9/12/1969,47.1077709,-101.3524486
327378,Male,Ray Kendrick,Toronto,ON,Ontario,M4P 1A6,Canada,North America,11/10/1987,43.6534817,-79.3839347
327514,Male,Timothy Hager,Ste Anne Des Monts,QC,Quebec,G4V 1B6,Canada,North America,1/3/2001,49.1263278,-66.4849502
327832,Female,Patricia Barnwell,St Honore De Temiscouata,QC,Quebec,G0L 3K0,Canada,North America,3/27/1985,47.708375,-69.134216
327878,Female,Sylvia Shultz,Erin Mills,ON,Ontario,L5L 3A1,Canada,North America,9/19/1968,43.5365546,-79.6856955
327942,Female,Ann Neely,Rainbow Lake,AB,Alberta,T0H 2Y0,Canada,North America,4/10/1983,58.502505,-119.400279
328265,Female,Florence Ferguson,Port Renfrew,BC,British Columbia,V0S 1K0,Canada,North America,4/27/1976,48.550251,-124.417419
328350,Male,Michael Duke,Cardinal,ON,Ontario,K0E 1E0,Canada,North America,12/26/1999,37.4204154,-76.3816117
328534,Female,Helen Louque,Irricana,AB,Alberta,T0M 1B0,Canada,North America,7/7/2000,51.3200105,-113.603134
328714,Female,Karol Alling,Toronto,ON,Ontario,M8V 3B6,Canada,North America,4/7/1964,43.6534817,-79.3839347
328872,Female,Angela Powers,Montreal,QC,Quebec,H4A 1H3,Canada,North America,8/2/1948,45.5031824,-73.5698065
328915,Female,Eloise McCall,Oshawa,ON,Ontario,L1H 7M3,Canada,North America,9/29/1996,43.8975558,-78.8635324
328988,Female,Dorothy Carlson,Meadow Lake,SK,Saskatchewan,S0M 1V0,Canada,North America,7/13/1965,54.13026,-108.435059
329056,Female,Angela Gay,London,ON,Ontario,N0N 0N0,Canada,North America,9/28/1944,51.4893335,-0.1440551
329216,Male,Peter Anderson,Burgessville,ON,Ontario,N0J 1C0,Canada,North America,10/27/1991,43.0237874,-80.653369
329348,Female,Millicent Hopkins,Port Coquitlam,BC,British Columbia,V3C 4S7,Canada,North America,8/20/1962,49.2621643,-122.780542
329350,Female,Erin Dick,Eastman,QC,Quebec,J0E 1P0,Canada,North America,11/22/1993,45.3011519,-72.3152965
329514,Male,Shawn Brown,Burnaby,BC,British Columbia,V5A 2Z6,Canada,North America,6/4/1974,49.2433804,-122.972545
329570,Female,Rosa Vanover,Kelowna,BC,British Columbia,V1Y 8H2,Canada,North America,4/6/1974,49.8879177,-119.495902
329905,Female,Clara McCann,Calgary,AB,Alberta,T2P 1M6,Canada,North America,4/6/1994,51.0456064,-114.057541
330125,Female,Elisa Whitmer,Toronto,ON,Ontario,M4E 2V5,Canada,North America,11/15/1964,43.6534817,-79.3839347
330150,Male,Tim Sander,Sault Ste Marie,ON,Ontario,P6A 2T3,Canada,North America,5/2/1976,46.52391,-84.320068
330981,Female,Cora Williams,Orillia,ON,Ontario,L3V 1T4,Canada,North America,3/9/1959,44.6066135,-79.4169256
331199,Female,Marsha Ramos,Grassland,AB,Alberta,T0A 1V0,Canada,North America,2/26/1941,54.820556,-112.685833
331277,Male,William Rochelle,Calgary,AB,Alberta,T2T 0C6,Canada,North America,5/25/1993,51.0456064,-114.057541
331910,Female,Lisa Clatterbuck,Elsa,YT,Yukon,Y0B 1J0,Canada,North America,3/21/1996,26.2966228,-97.9931057
331914,Female,Phyllis Fortner,Mitchell,ON,Ontario,N0K 1N0,Canada,North America,4/25/1960,32.2898049,-100.9213003
331990,Female,Megan Rayborn,Kitchener,ON,Ontario,N2H 5A5,Canada,North America,8/18/1961,43.451291,-80.4927815
332217,Female,Margaret West,Inverary,ON,Ontario,K0H 1X0,Canada,North America,4/2/1992,44.3885143,-76.4730393
332332,Male,Todd Flores,White Rock,BC,British Columbia,V4B 3E1,Canada,North America,5/17/1952,49.0235357,-122.797924
332616,Male,Jesse Dowd,D'Arcy,BC,British Columbia,V0N 1L0,Canada,North America,4/23/1984,50.552636,-122.4767033
332635,Female,Margarete Crittenden,St Catharines,ON,Ontario,L2R 3H6,Canada,North America,6/4/1998,43.1579812,-79.2441003
333209,Female,Patricia Christensen,Regina,SK,Saskatchewan,S4P 3Y2,Canada,North America,7/14/1979,50.44876,-104.61731
333259,Male,Scott Easterday,Toronto,ON,Ontario,M4W 1J7,Canada,North America,8/14/1993,43.6534817,-79.3839347
333330,Male,Frank Brown,Milford Bay,ON,Ontario,P0B 1E0,Canada,North America,3/29/1985,45.0742281,-79.4830047
333496,Male,Derrick Louviere,Toronto,ON,Ontario,M8W 4Y4,Canada,North America,11/27/1955,43.6534817,-79.3839347
333545,Male,Brandon Good,Abbotsford,BC,British Columbia,V2S 2H7,Canada,North America,9/27/1944,49.0521162,-122.329479
333575,Male,John Vaughn,Hamilton,ON,Ontario,L9H 1E6,Canada,North America,6/17/1959,43.2560802,-79.8728583
333599,Female,Frankie Langley,Toronto,ON,Ontario,M4P 1A6,Canada,North America,1/6/1969,43.6534817,-79.3839347
333846,Male,Jayson Stone,Montreal,QC,Quebec,H9R 3J4,Canada,North America,2/6/1993,45.5031824,-73.5698065
333848,Female,Jodi Kelly,Vancouver,BC,British Columbia,V6M 1Y8,Canada,North America,9/30/1997,49.2608724,-123.113952
333861,Female,Heather Castillo,Chatham,ON,Ontario,N7L 4M5,Canada,North America,9/17/1953,35.7151316,-79.2533035
333927,Female,Cynthia Reed,Peace River,AB,Alberta,T8S 1V9,Canada,North America,5/30/1983,56.9023215,-122.627278
333947,Male,Marshall Griffin,Kelowna,BC,British Columbia,V1Y 8H2,Canada,North America,4/26/1988,49.8879177,-119.495902
334155,Male,Jason Stewart,Agassiz,BC,British Columbia,V0M 1A0,Canada,North America,5/9/1962,49.233333,-121.766667
334231,Male,Donald Wilson,Calgary,AB,Alberta,T2V 2W2,Canada,North America,7/5/1982,51.0456064,-114.057541
334483,Male,Michael McGee,Algoma Mills,ON,Ontario,P0R 1A0,Canada,North America,6/4/1971,46.1861188,-82.8196518
334491,Male,Philip Keller,Toronto,ON,Ontario,M4P 1A6,Canada,North America,5/19/1974,43.6534817,-79.3839347
334760,Male,Richard Martinez,Ste Rose De Watford,QC,Quebec,G0R 4G0,Canada,North America,12/23/1946,46.3197847,-70.4270505
334903,Male,Thomas Rodriguez,Edmonton,AB,Alberta,T5J 2R4,Canada,North America,2/7/2001,53.5462055,-113.491241
334926,Female,Laura Eckhoff,Duncan,BC,British Columbia,V9L 1P1,Canada,North America,7/22/1976,34.5023029,-97.9578129
334975,Male,Johnathon Franks,Maynooth,ON,Ontario,K0L 2S0,Canada,North America,1/6/1965,53.3830239,-6.5922806
335032,Female,Mozell Roberts,Huntsville,ON,Ontario,P0A 1K0,Canada,North America,8/22/1979,34.729847,-86.5859011
335384,Male,David Triplett,Gander,NL,Newfoundland and Labrador,A1V 2M7,Canada,North America,2/5/1987,48.9592291,-54.6187879
335432,Male,Donald Engstrom,Toronto,ON,Ontario,M5T 1T4,Canada,North America,6/27/1943,43.6534817,-79.3839347
336053,Male,Demetrius Bowman,Toronto,ON,Ontario,M5J 2N1,Canada,North America,4/3/1946,43.6534817,-79.3839347
336090,Male,Daniel Sutton,Montreal,QC,Quebec,H3B 4W8,Canada,North America,2/7/1945,45.5031824,-73.5698065
336182,Male,Stephen Kreps,Edmonton,AB,Alberta,T5J 3N2,Canada,North America,4/24/2000,53.5462055,-113.491241
336239,Male,Leon Barbosa,Windsor,ON,Ontario,N9A 1H9,Canada,North America,8/18/1957,51.4837886,-0.6040419
336267,Female,Linnea Burleson,Red Deer,AB,Alberta,T4N 5H6,Canada,North America,3/30/1952,52.2690628,-113.8141464
336290,Female,Lynda Lentz,Malton,ON,Ontario,L4T 1A8,Canada,North America,7/28/1985,54.1349419,-0.7965915
336348,Male,Jonathan Johnson,Ottawa,ON,Ontario,K1H 7Z1,Canada,North America,10/26/1981,45.4208777,-75.6901106
336525,Male,Richard Bell,St Fulgence,QC,Quebec,G0V 1S0,Canada,North America,11/10/1994,48.4503143,-70.9033899
336562,Male,Daniel Roberson,Toronto,ON,Ontario,M5J 2N1,Canada,North America,10/21/1948,43.6534817,-79.3839347
336582,Male,Robert Huffman,Montreal,QC,Quebec,H3C 5K4,Canada,North America,6/18/1950,45.5031824,-73.5698065
337002,Male,Bernard Self,Richmond Hill,ON,Ontario,L4C 3Y2,Canada,North America,9/5/1954,43.8801166,-79.4392925
337518,Female,Cecilia Downs,Vancouver,BC,British Columbia,V6B 3K9,Canada,North America,2/23/1959,49.2608724,-123.113952
337589,Female,Adrienne Soriano,Carmangay,AB,Alberta,T0L 0N0,Canada,North America,8/8/2001,50.1268247,-113.1112686
337629,Female,Shelly Knoll,Ridgetown,ON,Ontario,N0P 2C0,Canada,North America,7/4/1943,42.4394208,-81.8821334
337695,Female,Lucila Yagi,Edmonton,AB,Alberta,T5J 3N2,Canada,North America,11/9/1982,53.5462055,-113.491241
337783,Female,Genevieve Klos,Montreal,QC,Quebec,H3C 5K4,Canada,North America,7/22/1987,45.5031824,-73.5698065
337850,Female,Gena Aman,Lac La Hache,BC,British Columbia,V0K 1T0,Canada,North America,6/28/1991,51.8149177,-121.4780081
337903,Female,Janie Molina,Orillia,ON,Ontario,L3V 1T4,Canada,North America,7/20/1951,44.6066135,-79.4169256
338278,Male,Levi Ochoa,New Westminster,BC,British Columbia,V3L 3C1,Canada,North America,8/6/1993,49.2067726,-122.9108818
338420,Female,Margaret Fry,Calgary,AB,Alberta,T2P 1M6,Canada,North America,10/30/1999,51.0456064,-114.057541
338444,Female,Stephanie Bailey,Etobicoke,ON,Ontario,M9W 1K7,Canada,North America,12/27/1965,43.6435559,-79.5656326
338683,Female,Maude Steele,Vancouver,BC,British Columbia,V5R 2T4,Canada,North America,6/7/1952,49.2608724,-123.113952
339050,Male,Jacob Craver,Edmonton,AB,Alberta,T5J 0K7,Canada,North America,5/3/1957,53.5462055,-113.491241
339068,Female,Earlene Kash,Delisle,QC,Quebec,G0W 1L0,Canada,North America,2/11/1997,40.0194943,-84.5741202
339146,Male,Carl Bowman,Bindloss,AB,Alberta,T1T 1T1,Canada,North America,1/19/1939,50.8801321,-110.2755087
339390,Female,Jacquelyn Bise,Toronto,ON,Ontario,M4W 1J7,Canada,North America,9/15/1979,43.6534817,-79.3839347
339412,Female,Tammy Kendall,Kindersley,SK,Saskatchewan,S7K 1W8,Canada,North America,8/3/1956,51.4687094,-109.1581355
339448,Male,John Walker,Red Deer,AB,Alberta,T4N 5Z9,Canada,North America,12/8/1951,52.2690628,-113.8141464
339939,Female,Heather Mireles,Montreal,QC,Quebec,H4J 1M9,Canada,North America,5/10/1983,45.5031824,-73.5698065
340288,Female,Sonya Williams,Burnaby,BC,British Columbia,V5B 3C9,Canada,North America,12/9/1968,49.2433804,-122.972545
340307,Female,Amy Holland,Carnduff,SK,Saskatchewan,S0C 0S0,Canada,North America,4/7/1965,49.1748399,-101.7972633
340339,Male,John Kennedy,Montreal,QC,Quebec,H3K 2C3,Canada,North America,7/15/1998,45.5031824,-73.5698065
340417,Male,Edmund Mitchell,Mission,BC,British Columbia,V2V 1J7,Canada,North America,1/22/1983,26.2159066,-98.3252932
340427,Female,Bertha Nelson,Osoyoos,BC,British Columbia,V0H 1V0,Canada,North America,2/8/1986,49.033333,-119.466667
340460,Male,William Lovett,Toronto,ON,Ontario,M4A 2M5,Canada,North America,12/29/1999,43.6534817,-79.3839347
340665,Female,Sue Garza,Peace River,AB,Alberta,T8S 1V9,Canada,North America,2/11/1982,56.9023215,-122.627278
340771,Male,Andrew Washburn,Toronto,ON,Ontario,M4W 1J7,Canada,North America,6/8/1966,43.6534817,-79.3839347
340782,Male,Caleb Pratt,Lachute,QC,Quebec,J8H 2J7,Canada,North America,10/8/1993,45.6560478,-74.3401388
341134,Female,Amber Ginn,Campbellville,ON,Ontario,L0P 1B0,Canada,North America,11/11/1985,43.4871704,-79.9821917
341191,Female,Dona Williams,Calgary,AB,Alberta,T2R 0A9,Canada,North America,11/26/1956,51.0456064,-114.057541
341265,Female,Carolyn Montgomery,Carnarvon,ON,Ontario,K0M 1J0,Canada,North America,12/3/1938,53.1394364,-4.2769751
341831,Male,Theodore Wright,Toronto,ON,Ontario,M8W 4Y4,Canada,North America,12/15/1958,43.6534817,-79.3839347
342040,Male,John Norris,Toronto,ON,Ontario,M1S 1T4,Canada,North America,1/24/1998,43.6534817,-79.3839347
342356,Male,Paul Herman,St Paul,AB,Alberta,T0A 3A0,Canada,North America,4/27/1982,37.517132,-95.1760424
342393,Male,Pat Spivey,Barrie,ON,Ontario,L4M 3B1,Canada,North America,10/28/1987,44.3893208,-79.6901302
342512,Female,Rita Smith,Toronto,ON,Ontario,M5J 2N1,Canada,North America,2/6/1949,43.6534817,-79.3839347
342652,Male,Harold Valdez,Waterdown,ON,Ontario,L8G 3R4,Canada,North America,5/15/1944,43.3314156,-79.8956803
342674,Female,Shelley Kiser,Montreal,QC,Quebec,H3B 4W8,Canada,North America,1/18/1945,45.5031824,-73.5698065
342841,Female,Nola Silverman,Nanaimo,BC,British Columbia,V9T 5H3,Canada,North America,10/14/1940,49.163877,-123.938122
343007,Male,William Helton,Streetsville,ON,Ontario,L5M 1X2,Canada,North America,12/30/1980,43.5761899,-79.7089736
343061,Male,William Day,Stouffville,ON,Ontario,L4A 1T2,Canada,North America,7/3/1966,43.9717581,-79.2454446
343095,Male,Robert Pacheco,Windsor,ON,Ontario,N9A 1H9,Canada,North America,1/18/1948,51.4837886,-0.6040419
343129,Female,Sonia Jenkins,Toronto,ON,Ontario,M4W 1J7,Canada,North America,5/13/1997,43.6534817,-79.3839347
343183,Female,Darlene Venne,Montreal,QC,Quebec,H3C 5K4,Canada,North America,9/22/1965,45.5031824,-73.5698065
343285,Female,Norma Weaver,Carnarvon,ON,Ontario,K0M 1J0,Canada,North America,1/9/1940,53.1394364,-4.2769751
343400,Female,Lisa Smith,La Crete,AB,Alberta,T0H 2H0,Canada,North America,8/1/1968,58.1909497,-116.395711
343632,Female,Janice Nelligan,Hamilton,ON,Ontario,L9A 4V3,Canada,North America,4/10/1995,43.2560802,-79.8728583
343983,Female,Sarah Carroll,Vancouver,BC,British Columbia,V5M 3M5,Canada,North America,7/9/1961,49.2608724,-123.113952
344691,Male,John Franks,Vancouver,BC,British Columbia,V6C 1B4,Canada,North America,5/23/1984,49.2608724,-123.113952
344745,Female,Misty Thompson,Chicoutimi,QC,Quebec,G7H 4N3,Canada,North America,4/7/1958,48.3370248,-71.1235261
344864,Male,Andrew Suarez,Lloydminster,SK,Saskatchewan,S4P 3Y2,Canada,North America,8/28/1973,53.2816669,-109.986339
345044,Male,Michael Mosqueda,Cayley,AB,Alberta,T0L 0P0,Canada,North America,4/29/1983,50.45,-113.85
345242,Female,Susan Santiago,Stettler,AB,Alberta,T0C 2L2,Canada,North America,2/25/1995,52.3228746,-112.71302
345277,Male,Cedric Flowers,Ottawa,ON,Ontario,K1P 5M7,Canada,North America,10/23/1977,45.4208777,-75.6901106
345292,Female,Ginger Howell,Strathroy,ON,Ontario,N7G 1J6,Canada,North America,11/12/1969,42.966146,-81.5910083
345767,Female,Eva Ashley,Vancouver,BC,British Columbia,V5W 3C3,Canada,North America,11/28/1999,49.2608724,-123.113952
345812,Male,Grant Barker,Vancouver,BC,British Columbia,V5T 1Z7,Canada,North America,4/11/1982,49.2608724,-123.113952
345862,Female,Kathleen Jean,Cornwallis,NS,Nova Scotia,B0S 1H0,Canada,North America,6/21/1971,50.416667,-4.75
345910,Female,Helen Barber,Toronto,ON,Ontario,M5H 1P6,Canada,North America,8/17/1965,43.6534817,-79.3839347
345942,Female,Helen Kenney,Zenon Park,SK,Saskatchewan,S0E 1W0,Canada,North America,11/1/1955,53.0640423,-103.757871
346090,Female,Nicole Dean,Hespeler,ON,Ontario,N3C 1H3,Canada,North America,12/16/1971,43.4314754,-80.3118603
346204,Male,Stanley Boudreaux,Val Brillant,QC,Quebec,G0J 3L0,Canada,North America,4/16/1944,48.5334849,-67.5487747
346321,Male,Morgan Ortiz,Quebec,QC,Quebec,G1V 3V5,Canada,North America,7/2/1950,52.4760892,-71.8258668
346632,Female,Phyllis Brown,Latulipe,QC,Quebec,J0Z 2N0,Canada,North America,8/13/1965,47.4271339,-79.032808
346689,Male,Russell Feder,Port Elgin,ON,Ontario,N0N 2C4,Canada,North America,2/11/2000,44.4358826,-81.3889458
346994,Male,John Crawford,Ottawa,ON,Ontario,K1Z 7B5,Canada,North America,1/28/1959,45.4208777,-75.6901106
347011,Female,Jenny Lau,Barriere,BC,British Columbia,V0E 1E0,Canada,North America,5/14/1953,51.172004,-120.1273685
347058,Male,Joseph Banks,Ile Perrot,QC,Quebec,J0P 1K0,Canada,North America,5/6/1936,45.3961336,-73.9651703
347144,Male,Paul Durant,Calgary,AB,Alberta,T2V 2W2,Canada,North America,8/8/1955,51.0456064,-114.057541
347206,Male,Casey Scott,Ramore,ON,Ontario,P0K 1R0,Canada,North America,12/11/1990,48.4332272,-80.3245999
347240,Female,Jeanette John,Brampton,ON,Ontario,L6W 1Z2,Canada,North America,2/16/1957,43.685832,-79.7599366
347499,Male,Waldo King,Saskatoon,SK,Saskatchewan,S7K 1W8,Canada,North America,8/16/1945,52.131802,-106.660767
347864,Female,Diana Lively,Hope,BC,British Columbia,V0X 1L0,Canada,North America,2/25/1957,33.6670616,-93.5915665
347907,Male,Emil McNeil,Surrey,BC,British Columbia,V3S 4C4,Canada,North America,6/10/1945,51.2715316,-0.3414524
347982,Female,Renee Campfield,Calgary,AB,Alberta,T2V 2W2,Canada,North America,3/28/1997,51.0456064,-114.057541
348248,Male,Karl Martin,Toronto,ON,Ontario,M5H 1P6,Canada,North America,8/16/1944,43.6534817,-79.3839347
348440,Female,Sixta Perkins,Calgary,AB,Alberta,T2V 2W2,Canada,North America,8/14/1949,51.0456064,-114.057541
348521,Male,Robert Kramer,Kentville,NS,Nova Scotia,B4N 1K6,Canada,North America,3/10/1994,45.0784875,-64.495212
348548,Male,John Marshall,Trail,BC,British Columbia,V1R 3W5,Canada,North America,12/16/1942,49.0945296,-117.7097659
348767,Female,Irene Bergstrom,Quebec,QC,Quebec,G1E 2L3,Canada,North America,5/26/1957,52.4760892,-71.8258668
348917,Female,Heather Hayes,Vancouver,BC,British Columbia,V6B 1E1,Canada,North America,1/19/1970,49.2608724,-123.113952
349037,Male,Antonio Ortega,Ottawa,ON,Ontario,K1P 5M7,Canada,North America,6/13/1981,45.4208777,-75.6901106
349086,Male,Roy Jackson,Toronto,ON,Ontario,M3H 4J1,Canada,North America,9/25/1974,43.6534817,-79.3839347
349155,Female,Melissa Colton,Chicoutimi,QC,Quebec,G7H 4N3,Canada,North America,4/28/1989,48.3370248,-71.1235261
349322,Female,Linda Baker,Burnaby,BC,British Columbia,V5G 4W7,Canada,North America,8/22/1961,49.2433804,-122.972545
349364,Male,Christopher Avina,Toronto,ON,Ontario,M4W 1J7,Canada,North America,2/8/1965,43.6534817,-79.3839347
349379,Male,Jack Rickard,Vancouver,BC,British Columbia,V5R 2T4,Canada,North America,2/15/1938,49.2608724,-123.113952
349653,Male,John Kennedy,Port Hawkesbury,NS,Nova Scotia,B9A 2H5,Canada,North America,8/15/1948,45.6180851,-61.3574589
349665,Male,Jason Crosby,Blezard Valley,ON,Ontario,P0M 1E0,Canada,North America,12/27/1970,46.593517,-81.2406751
349815,Female,Louise Foxwell,Regina,SK,Saskatchewan,S4P 3Z8,Canada,North America,1/6/2002,50.44876,-104.61731
350095,Male,Pedro Jones,Antigonish,NS,Nova Scotia,B2G 2K8,Canada,North America,10/25/1971,45.6213607,-61.9904928
350141,Female,Rosie Dahmen,Quebec,QC,Quebec,G1E 2L3,Canada,North America,6/6/1976,52.4760892,-71.8258668
350201,Male,Richard Wagner,New Westminster,BC,British Columbia,V3L 3C1,Canada,North America,7/12/1954,49.2067726,-122.9108818
350496,Male,George Watson,Whitefish,ON,Ontario,P0M 3E0,Canada,North America,7/28/1983,48.4135522,-114.3357226
350587,Male,Thomas Irvine,Toronto,ON,Ontario,M5J 2N8,Canada,North America,9/23/1938,43.6534817,-79.3839347
350588,Female,Melissa Savage,Saskatoon,SK,Saskatchewan,S7K 1W8,Canada,North America,11/22/1964,52.131802,-106.660767
350710,Female,Delois Thompson,Calgary,AB,Alberta,T2P 0H3,Canada,North America,9/28/1971,51.0456064,-114.057541
350853,Male,Matthew Camarillo,Toronto,ON,Ontario,M3B 2W6,Canada,North America,11/26/1945,43.6534817,-79.3839347
350943,Male,Michael Dennis,Surrey,BC,British Columbia,V3W 4N6,Canada,North America,1/6/1973,51.2715316,-0.3414524
350949,Female,Cora Scott,Brockville,ON,Ontario,K6V 4X4,Canada,North America,1/3/1989,44.5895925,-75.6843332
